"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"ProB","Sesn1",0.101936503024174,0.00358505860770996,1,0.58,0.417
"ProB","Zfp414",0.279650095562067,0.00358665899444938,1,0.31,0.205
"ProB","Bdp1",0.161671702123347,0.00359319359464065,1,0.385,0.258
"ProB","Wapl",-0.184242074010653,0.00359561312529033,1,0.129,0.045
"ProB","Oser1",0.317923520197236,0.00360263843113507,1,0.42,0.295
"ProB","Pdcd11",0.44737829529671,0.00361533502048128,1,0.312,0.167
"ProB","Inpp5a",-1.52023900177882,0.00361696472089361,1,0.136,0.227
"ProB","Ncoa5",0.523425489628401,0.00364171500215948,1,0.244,0.121
"ProB","Mrpl38",0.0769678269444112,0.00365215407208357,1,0.375,0.235
"ProB","Hmgb2",0.110613999108578,0.00365670180895404,1,0.921,0.788
"ProB","Aasdhppt",0.285615212407905,0.0036613891631622,1,0.308,0.189
"ProB","Epb41l4aos",0.33598403183824,0.0036638401431421,1,0.346,0.22
"ProB","Gm44067",0.889524900929049,0.00367211453186521,1,0.121,0.03
"ProB","Ndufaf8",0.00616800212836,0.00367285916053706,1,0.467,0.341
"ProB","Cdkn2c",0.557318763803773,0.00367823583152388,1,0.255,0.136
"ProB","Nup214",0.511677392642044,0.00368029375421149,1,0.32,0.174
"ProB","Carnmt1",0.0346457746088816,0.00368121190267617,1,0.431,0.295
"ProB","B020010K11Rik",0.578463879513031,0.00368799607480239,1,0.138,0.053
"ProB","Mllt10",0.235342081176734,0.00369241398691891,1,0.435,0.318
"ProB","Xxylt1",0.801607711738073,0.0036950532921816,1,0.251,0.114
"ProB","Gbp6",1.3330663174475,0.00369597721218067,1,0.124,0.068
"ProB","Erh",0.100993246633094,0.00369797440992056,1,0.462,0.341
"ProB","Rab11b",-0.0903241570538093,0.00370680564141702,1,0.739,0.606
"ProB","Fnbp4",0.293304725311301,0.00370975098526054,1,0.455,0.303
"ProB","Arhgap24",-1.75699912320555,0.00371082913890925,1,0.04,0.083
"ProB","Gprin3",2.25749420831184,0.00371576121994298,1,0.115,0.015
"ProB","Prpf38a",0.196282170913819,0.00371800148520654,1,0.304,0.174
"ProB","Uri1",-0.0251936921407223,0.00372705361543025,1,0.469,0.364
"ProB","Ms4a1",-1.94726947614061,0.00375212511618585,1,0.021,0.076
"ProB","Zc3h14",0.0921509122045986,0.00376438395893307,1,0.464,0.333
"ProB","D10Wsu102e",1.11712917542951,0.00376693089790151,1,0.197,0.083
"ProB","Fxn",-0.0169464206033851,0.00377078589899575,1,0.313,0.182
"ProB","Vps28",-0.278175477431409,0.00378230572304733,1,0.7,0.598
"ProB","Dennd3",1.14661369932881,0.0037870757269817,1,0.126,0.038
"ProB","Casc3",0.277111209819513,0.0038038282843503,1,0.348,0.258
"ProB","Slc37a1",-1.93463097875819,0.0038243047041587,1,0.026,0.076
"ProB","Foxn2",0.354416076638232,0.00383261007076553,1,0.157,0.068
"ProB","1110065P20Rik",1.38670663228888,0.00386445887477182,1,0.111,0.023
"ProB","Eya1",-1.44174173665729,0.00387006958361154,1,0.083,0.159
"ProB","Eif2b1",0.374733351367315,0.00387016142069303,1,0.215,0.114
"ProB","Btbd8",0.647542873271184,0.00387241093754723,1,0.156,0.068
"ProB","Ifnar1",0.186556832955648,0.00389026045402931,1,0.451,0.258
"ProB","Mrps33",-0.00534662499253363,0.0039003855925813,1,0.684,0.553
"ProB","Slc2a9",-1.16153523552757,0.00390109601050833,1,0.142,0.22
"ProB","Taok1",0.395689416813832,0.00391186237730564,1,0.359,0.227
"ProB","Ipp",1.22866987650762,0.00391520107833808,1,0.137,0.045
"ProB","Kpna3",0.500498792682567,0.00392527601476168,1,0.344,0.205
"ProB","Ctcf",-0.0148552507198555,0.00393331353456566,1,0.712,0.614
"ProB","Emp3",0.204580434249478,0.00393583576912569,1,0.465,0.242
"ProB","Aldh16a1",0.41056519467747,0.00393681781934184,1,0.299,0.174
"ProB","Ash2l",0.0169164692448616,0.00394428916781335,1,0.443,0.311
"ProB","Dck",-0.765795927525096,0.00396721689430073,1,0.78,0.758
"ProB","Jade1",0.563876623169602,0.00397309369737639,1,0.239,0.114
"ProB","Mettl5",-0.108494159137118,0.00399262153744856,1,0.23,0.114
"ProB","Cd83",-5.18692432542544,0.00399289967155873,1,0.001,0.023
"ProB","Smad1",-1.41126072544204,0.00399880260607344,1,0.096,0.182
"ProB","Ndufa9",0.0864688705170945,0.00400004543131237,1,0.447,0.341
"ProB","Ciao2b",0.246261212922784,0.00400163225961685,1,0.494,0.303
"ProB","Sec11a",0.2322666713321,0.00400499826743601,1,0.527,0.402
"ProB","Nae1",0.0659139888294831,0.00402203323319344,1,0.282,0.167
"ProB","Tnf",2.17735476461024,0.00402369732539326,1,0.1,0.015
"ProB","Lyst",0.595503452163243,0.00402648448738159,1,0.209,0.114
"ProB","Ywhaq",0.00685231392282198,0.00403067881274438,1,0.546,0.409
"ProB","1810037I17Rik",-0.17633445799897,0.00403520020601896,1,0.635,0.508
"ProB","Casp3",-0.0641428021172012,0.00404211362228839,1,0.335,0.22
"ProB","Ythdc1",-0.0250177500431675,0.0040566810839209,1,0.679,0.538
"ProB","Dnttip1",-0.113582829387997,0.00406912690450155,1,0.394,0.311
"ProB","Sgk1",-0.997856191796795,0.00406993078950387,1,0.382,0.508
"ProB","Gpn3",0.718023088593674,0.00412737285311068,1,0.208,0.106
"ProB","Etv3",0.240285409466706,0.00413227341975581,1,0.301,0.182
"ProB","Enox2",0.999867584373906,0.00414164334271338,1,0.146,0.053
"ProB","Heatr3",0.260516737510317,0.00414773935329162,1,0.175,0.068
"ProB","Bmi1",-0.0978452322309689,0.00415419873538944,1,0.244,0.144
"ProB","Gm26577",0.479221857801731,0.00415969000366481,1,0.256,0.152
"ProB","Nkg7",2.10233300749994,0.00416698955060664,1,0.097,0.015
"ProB","Suclg2",0.0669851763123235,0.00417387780091613,1,0.288,0.174
"ProB","Blm",1.29282387623041,0.00418005235174045,1,0.102,0.023
"ProB","Ak6",0.283162092857758,0.00418744533452294,1,0.406,0.288
"ProB","Atp13a2",0.317569950771646,0.00419289585846681,1,0.508,0.364
"ProB","Ythdf1",-0.063629991938419,0.00419491690524461,1,0.452,0.311
"ProB","Eef1aknmt",0.366495627198516,0.00419505092311216,1,0.136,0.038
"ProB","Gdap2",1.58933060748222,0.00419588198365552,1,0.138,0.038
"ProB","Ets1",-0.777414378150766,0.00422223955995026,1,0.74,0.727
"ProB","Me2",-0.0223566403180093,0.00422842923637705,1,0.324,0.22
"ProB","Uba7",0.109270526086145,0.00423682063862519,1,0.521,0.394
"ProB","Brd4",0.0440633984855707,0.0042721000280139,1,0.73,0.553
"ProB","Inka1",0.177998046646227,0.00427533505200418,1,0.457,0.311
"ProB","Pcyt2",0.185095091952346,0.0042883183190316,1,0.304,0.189
"ProB","Prnp",1.21293235719732,0.00429078052816576,1,0.131,0.038
"ProB","Clns1a",0.0714518592994435,0.00430555771995638,1,0.485,0.379
"ProB","Mrpl2",-0.0471626610321475,0.00430997673010347,1,0.392,0.28
"ProB","Sema4d",0.041740670238245,0.00431785441353173,1,0.355,0.22
"ProB","Mrtfa",0.31957620016274,0.0043253703144225,1,0.368,0.242
"ProB","Atp1a3",-5.63349287593351,0.00432609413574636,1,0.001,0.03
"ProB","Gtf3c1",0.21984579525794,0.00432629219441989,1,0.41,0.318
"ProB","Alpl",0.977680552543219,0.00435110715438921,1,0.157,0.053
"ProB","Etaa1",0.539612053607914,0.00435162994367952,1,0.214,0.106
"ProB","Osbpl7",0.878109554566707,0.00438848221129537,1,0.169,0.061
"ProB","Stradb",0.875245625672485,0.00438906330922483,1,0.166,0.068
"ProB","Memo1",0.308115211260679,0.00439907774375929,1,0.325,0.205
"ProB","Pusl1",2.15208962515498,0.00440970471098987,1,0.104,0.015
"ProB","2410004B18Rik",0.246889862460853,0.00441434622461244,1,0.288,0.174
"ProB","Ppwd1",-0.0758394264396915,0.00442442506288686,1,0.325,0.212
"ProB","Pole2",0.342112476497141,0.00448304459094644,1,0.181,0.098
"ProB","Map4k1",-0.322527535264261,0.00448599851540476,1,0.485,0.326
"ProB","Nfix",0.364179367531778,0.00448992276985437,1,0.215,0.114
"ProB","Ccdc117",0.826497130485838,0.00453614587173958,1,0.209,0.098
"ProB","Smarcad1",0.245741031746515,0.00453980375051512,1,0.422,0.25
"ProB","Tent2",-0.126945900623933,0.00455318940313798,1,0.374,0.258
"ProB","Emsy",0.415116141097954,0.00459049612043715,1,0.3,0.174
"ProB","Cdca4",0.359740768151615,0.00461496783999505,1,0.385,0.25
"ProB","Erap1",0.208792893025318,0.00461861869556587,1,0.354,0.205
"ProB","Slf1",0.55357225564887,0.00462500708218564,1,0.21,0.091
"ProB","Blmh",0.0954055701978437,0.00463340883274064,1,0.554,0.432
"ProB","Slc35b2",0.314049881175115,0.0046492029499997,1,0.435,0.326
"ProB","Rasa3",0.0554741682543557,0.0046609709926972,1,0.611,0.492
"ProB","Mrpl24",0.133266632819723,0.0046976464770274,1,0.666,0.492
"ProB","Kdm3b",0.101748237793459,0.0047113658546548,1,0.4,0.28
"ProB","Ppil3",0.04554415140597,0.00471466553593515,1,0.271,0.159
"ProB","Lars2",-0.928784694262039,0.00471711700076547,1,0.973,0.947
"ProB","Cox20",-0.158163871517973,0.00473842947120293,1,0.607,0.47
"ProB","Crebzf",0.0256841992813937,0.00473941143389836,1,0.498,0.364
"ProB","Igkv10-96",-4.41103249044177,0.00474806075696371,1,0.006,0.03
"ProB","Cep97",0.942039512918293,0.00475595892721742,1,0.242,0.136
"ProB","Rpl10-ps3",1.49902990141661,0.00477166428530584,1,0.136,0.045
"ProB","Carns1",1.03961260733757,0.00477269853126492,1,0.181,0.076
"ProB","Tasp1",1.40265723235986,0.00477411669617709,1,0.13,0.038
"ProB","Mllt3",0.0697843865175736,0.00477521475646369,1,0.363,0.265
"ProB","Sash1",0.37876538527711,0.00478535110742556,1,0.254,0.121
"ProB","Slc44a2",0.172865324755957,0.00479061307932681,1,0.51,0.356
"ProB","Prpf4b",-0.165438748232302,0.00479453345556583,1,0.643,0.515
"ProB","Eif4g3",0.112793682298439,0.00480288424390325,1,0.51,0.386
"ProB","Trp53rka",0.756154247527068,0.00480593879800591,1,0.204,0.091
"ProB","Cbx4",0.0802561167473977,0.00481091066364006,1,0.652,0.538
"ProB","Klf7",0.918861920870266,0.0048338654399217,1,0.181,0.091
"ProB","Ndrg3",0.399782233927147,0.00484670442864977,1,0.238,0.129
"ProB","Tpp2",-0.0829091028144543,0.00486558256928616,1,0.501,0.394
"ProB","Aimp2",-0.0352339601707059,0.00487865413117318,1,0.199,0.098
"ProB","Rnf125",-2.76625117650835,0.0048901106429391,1,0.011,0.045
"ProB","Ints10",0.813904862545153,0.00489709721143829,1,0.206,0.114
"ProB","Pdia6",-0.00565399322499627,0.00490260881068303,1,0.643,0.523
"ProB","Fez2",1.26364632870861,0.00490390229427038,1,0.164,0.068
"ProB","Dhcr24",0.622045986581328,0.00491983958468106,1,0.174,0.098
"ProB","Acsl3",0.815086345977901,0.00492002109756001,1,0.137,0.053
"ProB","Akap8",0.0564613765282074,0.00492158971281464,1,0.417,0.326
"ProB","Recql",0.475280798877993,0.00492559029865538,1,0.217,0.114
"ProB","Trmt61a",1.08818751287318,0.00494428123356263,1,0.106,0.023
"ProB","Kansl1l",-0.628478296985372,0.00495645674388236,1,0.575,0.576
"ProB","U2af1",-0.0998288729569491,0.00495697639216213,1,0.676,0.576
"ProB","Trib1",0.984186428334217,0.00496843543933471,1,0.115,0.038
"ProB","Atp6v0a4",-3.96898768720758,0.00497818312079089,1,0.004,0.038
"ProB","Padi1",-3.35255898881457,0.00497818634129358,1,0.005,0.03
"ProB","Tspan4",0.216009982528033,0.00498114787416792,1,0.107,0.03
"ProB","Nacc1",0.325199708289926,0.00498891605298013,1,0.313,0.182
"ProB","Calr",0.180251318389604,0.00499802701349989,1,0.62,0.47
"ProB","Lrwd1",-0.137363745198625,0.0050113325463254,1,0.367,0.25
"ProB","Phykpl",-1.24052178304737,0.00501509266764771,1,0.129,0.22
"ProB","Mrps30",-0.132390893641622,0.00502316636283171,1,0.397,0.28
"ProB","Eif1ad",-0.255886920742876,0.00502357668718135,1,0.391,0.265
"ProB","Higd1a",-0.0330565904043608,0.00503820781474798,1,0.489,0.364
"ProB","Speer2",-2.60323548452605,0.00504054622128981,1,0.032,0.061
"ProB","Wiz",0.657015343491311,0.00505961080476392,1,0.317,0.182
"ProB","Yars",0.573305321728728,0.00506904484838365,1,0.279,0.152
"ProB","Map2k3",0.112234078144511,0.00507289535579863,1,0.325,0.189
"ProB","Prr13",0.00595485796261974,0.00508229633862269,1,0.464,0.311
"ProB","Nf2",1.02405215159531,0.00509249541863143,1,0.185,0.083
"ProB","Usp39",0.350305558050057,0.00509912637946661,1,0.315,0.197
"ProB","Aph1a",0.180670540057931,0.00510606513077753,1,0.458,0.326
"ProB","Csnk1a1",-0.0458900825765634,0.00512811763357111,1,0.824,0.689
"ProB","Tti1",1.13231291686476,0.00512909390740185,1,0.133,0.038
"ProB","Ywhag",-0.223262313738578,0.00512962861044966,1,0.454,0.341
"ProB","Zbed4",0.638875082000404,0.00513397133748373,1,0.218,0.106
"ProB","Tbcb",-0.158106119124206,0.00515312332223446,1,0.51,0.379
"ProB","Pafah1b2",0.452415456909462,0.00516346591370889,1,0.291,0.189
"ProB","Cep295",0.218153063215592,0.00516358310716814,1,0.22,0.129
"ProB","Rassf2",0.254159985665085,0.00516575939790514,1,0.397,0.28
"ProB","Smn1",0.359936303180988,0.00519322005548711,1,0.367,0.235
"ProB","Gm15867",-2.66399577844745,0.0052015577519251,1,0.013,0.038
"ProB","Ncoa7",0.268117751426715,0.00520373334386913,1,0.309,0.189
"ProB","Armc3",0.196493393066579,0.00521058426821283,1,0.306,0.182
"ProB","Safb",0.110245556149781,0.0052127241598182,1,0.556,0.439
"ProB","Ifrd1",0.203137419173349,0.00521714644984986,1,0.295,0.189
"ProB","Atxn2l",-0.0413368067381534,0.00524321023534401,1,0.556,0.424
"ProB","Crim1",2.12414097161576,0.00524561700800471,1,0.098,0.015
"ProB","Tmem263",-1.12338530271095,0.00525748168616136,1,0.166,0.25
"ProB","Klhdc3",0.170836256934863,0.00526804052054551,1,0.377,0.258
"ProB","Poll",0.325876480839478,0.00526984000701695,1,0.205,0.106
"ProB","Slc39a10",0.658329024665499,0.00527624912405532,1,0.213,0.098
"ProB","Nhsl1",-4.53294686058693,0.00528569303756959,1,0.001,0.023
"ProB","Src",-6.30183460031964,0.00528569303757065,1,0.001,0.023
"ProB","Bard1",1.27809484908821,0.00530395280950081,1,0.109,0.023
"ProB","Nt5c",0.186826301771569,0.00532356612261446,1,0.544,0.379
"ProB","Polr3h",-0.73861451846972,0.00533107563413988,1,0.258,0.136
"ProB","Ubl3",-0.0539818828818721,0.00533584764039575,1,0.57,0.447
"ProB","Slf2",-0.0804886702016065,0.00533713255000274,1,0.242,0.144
"ProB","Sit1",-0.729142605334497,0.00534288134443843,1,0.354,0.402
"ProB","Dazap1",-0.023419978894481,0.00536909912382867,1,0.657,0.53
"ProB","Phrf1",0.283916369164531,0.00536920426796553,1,0.365,0.25
"ProB","Lypla1",0.0522397522789338,0.0053792875816162,1,0.543,0.371
"ProB","9330020H09Rik",1.13616492939827,0.00538012922311681,1,0.13,0.045
"ProB","Mgat2",0.136107315733706,0.00539993142036096,1,0.455,0.318
"ProB","Gmfg",-0.207764447023388,0.00540454817493794,1,0.978,0.894
"ProB","Gid8",0.0284358208783475,0.00542512801608678,1,0.458,0.371
"ProB","3110082I17Rik",-0.159499271251097,0.00542688671386893,1,0.113,0.03
"ProB","Psmg1",0.930283203241317,0.00543388723231984,1,0.205,0.106
"ProB","Mthfd1l",0.403176987174598,0.00543558091533238,1,0.148,0.068
"ProB","Plag1",-2.76504921525837,0.00544225548001107,1,0.007,0.038
"ProB","Gm40608",-2.85243931570275,0.00544225548003936,1,0.007,0.038
"ProB","Inppl1",-2.76395848759022,0.00544225548007942,1,0.007,0.038
"ProB","Tnik",-2.17413249645215,0.0054422554800949,1,0.007,0.038
"ProB","Nr2c2",0.374176292885278,0.00546431145416725,1,0.443,0.311
"ProB","Gm45355",-3.51692069730462,0.00547700547685048,1,0.004,0.03
"ProB","Tnfaip8l3",-2.91643477590387,0.00547700547688696,1,0.004,0.03
"ProB","Cd200r1",-3.25728006289763,0.00547700547704506,1,0.004,0.03
"ProB","Rsrc2",-0.220968652821706,0.00548917958952845,1,0.595,0.477
"ProB","Tk1",0.99447838160083,0.00549063830731812,1,0.151,0.061
"ProB","Pomgnt2",1.70671095918101,0.00549662593380543,1,0.103,0.023
"ProB","Spcs3",0.203824343821908,0.00550468574933599,1,0.282,0.174
"ProB","Sp3os",0.774250303510919,0.00550632835482791,1,0.217,0.106
"ProB","Zcchc24",-1.38060453814181,0.00551191975989422,1,0.145,0.22
"ProB","Rfwd3",0.259684393949716,0.00552637775376457,1,0.274,0.174
"ProB","Rdm1",1.18014917018682,0.00552820195394765,1,0.172,0.076
"ProB","Zbtb7a",0.0114405739565975,0.00554999121750424,1,0.499,0.394
"ProB","Gnptab",0.0298393804909569,0.00555273802180126,1,0.206,0.106
"ProB","Zfp146",0.195626166548248,0.00556664350682417,1,0.38,0.258
"ProB","2010315B03Rik",-1.70136524503815,0.00556973248168405,1,0.095,0.152
"ProB","Herc4",0.359949239231496,0.00559206180060575,1,0.341,0.227
"ProB","Amd1",0.40831370447701,0.00562194452846232,1,0.262,0.144
"ProB","Sytl4",-1.31514897082948,0.00563491698681969,1,0.068,0.121
"ProB","Zfp938",2.0154200974945,0.00563671825475908,1,0.103,0.015
"ProB","Atxn7l1",-1.0890073629943,0.00563730933118643,1,0.18,0.242
"ProB","Kctd12b",-1.4960720213158,0.00567536345350856,1,0.019,0.061
"ProB","Dlx1as",3.08029550315432,0.00568917747243262,1,0.106,0.008
"ProB","Rcn3",1.49189439617623,0.0056909817381273,1,0.137,0.045
"ProB","Gemin2",0.546818627523996,0.00569596504663474,1,0.193,0.091
"ProB","Cenpf",-1.45143875570308,0.00569786005094034,1,0.097,0.076
"ProB","Nsmce2",-0.0227884950703421,0.00569811564549378,1,0.382,0.242
"ProB","Ola1",-0.0484484416112342,0.00569853552612581,1,0.56,0.447
"ProB","Hipk1",0.0815854568111284,0.00573041911558009,1,0.522,0.455
"ProB","Pank4",0.768561940078554,0.00574326812504204,1,0.166,0.076
"ProB","Dpysl2",0.966968850127489,0.00575067767902847,1,0.241,0.114
"ProB","Wdr82",0.0141172945644521,0.00577241907609968,1,0.378,0.235
"ProB","Saysd1",1.04964043538106,0.00577321973722337,1,0.181,0.076
"ProB","Srf",-1.38592624069779,0.00580550641735764,1,0.153,0.258
"ProB","Gm4316",0.256408375812497,0.00581082335340477,1,0.499,0.356
"ProB","Mphosph8",0.425378446846413,0.00582980017432853,1,0.358,0.22
"ProB","Inf2",-1.54796377910832,0.00584351151641798,1,0.064,0.136
"ProB","Steap3",0.284375053578973,0.00585456277695695,1,0.179,0.098
"ProB","Rcc1l",1.7627098014262,0.00586730948809533,1,0.105,0.023
"ProB","Agpat5",0.278933396026741,0.00587312210350115,1,0.269,0.174
"ProB","Nudcd3",0.00992834967335998,0.00587719522575385,1,0.471,0.326
"ProB","Pin4",0.0604361374046397,0.00589613104607835,1,0.522,0.364
"ProB","Itm2c",-1.18308631737188,0.00593857625524695,1,0.226,0.364
"ProB","Nsfl1c",0.0160236212364977,0.0059403186913308,1,0.547,0.447
"ProB","Gpr12",-4.02232802986532,0.00594854941602642,1,0.002,0.023
"ProB","Ccr5",-5.46855163509253,0.00594854941602676,1,0.002,0.023
"ProB","B230206H07Rik",-3.75032515194061,0.00594854941602825,1,0.002,0.023
"ProB","Tspan5",0.69475135434892,0.00595013047164328,1,0.17,0.061
"ProB","Wdyhv1",1.05953696683049,0.00596523536298204,1,0.226,0.098
"ProB","Saal1",0.841832612096456,0.00599119126078174,1,0.2,0.106
"ProB","Mapk14",-1.21318001008721,0.00600212086448166,1,0.29,0.432
"ProB","Pmm2",0.609976427288317,0.00600305645994747,1,0.27,0.159
"ProB","Cep57",-0.00449393273868504,0.00600445307959735,1,0.32,0.189
"ProB","Tmem179b",-0.0198126917270478,0.0060054981724289,1,0.52,0.386
"ProB","Alg3",0.308734278080077,0.00601300019005034,1,0.139,0.053
"ProB","Cd3eap",0.395120501933321,0.00601733007023052,1,0.162,0.068
"ProB","Lsm1",-0.0799510142474931,0.00604119458773121,1,0.36,0.258
"ProB","Glipr1",-1.49810896563255,0.00606692379575884,1,0.089,0.167
"ProB","Wdr18",0.105762967445916,0.00608095051436317,1,0.34,0.22
"ProB","Ddx39",-0.114207582030004,0.00610281488383522,1,0.647,0.492
"ProB","Vps13a",0.00705407248710921,0.00611615200332985,1,0.482,0.371
"ProB","Tanc2",-2.64216582912702,0.00611935918654587,1,0.009,0.045
"ProB","Mrps17",-0.197240271283342,0.00612045868825754,1,0.477,0.371
"ProB","Efcab2",-2.42485314652393,0.00612635355501327,1,0.039,0.098
"ProB","Plekho2",0.356399272862293,0.00613724892913493,1,0.371,0.28
"ProB","Trim59",0.549343196287447,0.00615688649120883,1,0.372,0.167
"ProB","Eif2b3",0.738154294036346,0.006169340448176,1,0.118,0.038
"ProB","Zfp397",0.587357458438482,0.00617412564711386,1,0.306,0.205
"ProB","Ddb1",0.0656594305387439,0.00620372713516893,1,0.624,0.508
"ProB","Orc5",0.814747592007896,0.0062085334171017,1,0.149,0.061
"ProB","Ppic",-2.2520021324105,0.00621334794329184,1,0.015,0.053
"ProB","Safb2",0.162493949455299,0.00621584969934378,1,0.501,0.379
"ProB","Tm6sf1",0.0671785478975624,0.00623118832448821,1,0.561,0.439
"ProB","Haus1",0.331589244173779,0.0062488393448972,1,0.21,0.121
"ProB","Pold4",-0.0178307464664473,0.00626486184275478,1,0.74,0.621
"ProB","Psmg2",0.00240193275909828,0.00628360186189442,1,0.31,0.205
"ProB","Ddx51",0.677288311105433,0.0063035022516856,1,0.101,0.023
"ProB","H2-T22",-0.0447537586193106,0.00631275923678956,1,0.735,0.598
"ProB","Mapk9",0.178062990343196,0.00632550559307046,1,0.303,0.174
"ProB","Pwwp3a",0.514470169949479,0.00633116281894838,1,0.215,0.121
"ProB","Stard4",0.985934579474727,0.00633996828289943,1,0.175,0.083
"ProB","Ssna1",0.0252719833203313,0.00634377624829044,1,0.715,0.538
"ProB","Tor2a",0.408976478321785,0.00635230023932343,1,0.298,0.174
"ProB","Sdha",-0.0992873305641966,0.00635797388219152,1,0.682,0.561
"ProB","Cep128",1.37581761582496,0.00637769199216275,1,0.118,0.03
"ProB","Traf7",0.187380159924156,0.00637794888546055,1,0.373,0.28
"ProB","Cwc15",-0.280472097763977,0.00638325675334507,1,0.713,0.621
"ProB","Slc2a6",3.14217142021202,0.00638388435608915,1,0.102,0.008
"ProB","Syngr2",-0.0884921754383468,0.00638586008074617,1,0.521,0.424
"ProB","Skiv2l",0.471136159729992,0.00638757033712889,1,0.301,0.182
"ProB","Kcnq1ot1",0.234445033406616,0.00640275749697006,1,0.523,0.409
"ProB","Frat2",0.358979988657077,0.00640499882183968,1,0.287,0.189
"ProB","Trps1",0.968074863929685,0.00642013195615596,1,0.209,0.106
"ProB","Slc50a1",-0.00727066508292923,0.0064281474706868,1,0.591,0.47
"ProB","Otulin",-0.000758246793035044,0.00642919641670469,1,0.425,0.28
"ProB","4933421O10Rik",0.513348810780182,0.00648664632578051,1,0.179,0.068
"ProB","Tspan31",0.106477750920652,0.00648823326409934,1,0.494,0.364
"ProB","Cdc45",1.10697898168348,0.00649247544269409,1,0.13,0.061
"ProB","Eif4g2",-0.0676771883956746,0.00649556752105622,1,0.902,0.765
"ProB","Tubgcp5",0.667029810983695,0.00651000631411708,1,0.222,0.129
"ProB","Tlr12",-1.74261779866827,0.00651535874135856,1,0.026,0.061
"ProB","Bin3",0.323969027688359,0.00652503136250094,1,0.276,0.167
"ProB","Kif19a",-1.62065518039673,0.00653127318416645,1,0.017,0.061
"ProB","Ctxn1",1.51784179675307,0.00654987028677028,1,0.118,0.038
"ProB","Vps72",-0.136847544481434,0.00655253093397116,1,0.502,0.371
"ProB","Cox18",1.167004497547,0.00655303393295389,1,0.128,0.045
"ProB","Fam50a",0.365284428351603,0.00656743744837656,1,0.376,0.235
"ProB","Fads2",0.265961629965214,0.00658757801574028,1,0.236,0.114
"ProB","Ifi27l2a",-0.0477771380712273,0.00658761418852329,1,0.769,0.614
"ProB","Sesn3",0.366279815972143,0.00661015974484343,1,0.457,0.318
"ProB","Cinp",0.540134128637276,0.00662292091195337,1,0.166,0.068
"ProB","Ralb",1.03680326506482,0.00662916606111393,1,0.123,0.038
"ProB","Snrpc",-0.0227644373705536,0.00663040705016603,1,0.661,0.568
"ProB","Ppp2ca",-0.23752868496047,0.00663169012446197,1,0.828,0.727
"ProB","Gm38394",0.44731110454487,0.00664034772307897,1,0.248,0.152
"ProB","Jpt2",0.476805192717623,0.00664213840795402,1,0.174,0.091
"ProB","Nfyb",0.293247707069298,0.00665110683562755,1,0.403,0.28
"ProB","Ankfy1",-0.900276264659227,0.00666293042140824,1,0.319,0.371
"ProB","Cysltr1",2.10936667828667,0.00667647261265035,1,0.098,0.015
"ProB","Daxx",0.260394105855886,0.0066772758578814,1,0.389,0.295
"ProB","Add1",0.040919898972488,0.0066841734262776,1,0.533,0.462
"ProB","Nipbl",-0.805251320636185,0.00670806900607649,1,0.786,0.735
"ProB","Arl4a",0.269054631783675,0.00671257321027271,1,0.243,0.152
"ProB","Pmpcb",-0.0975246599590726,0.00673201780525743,1,0.4,0.288
"ProB","Srp14",-0.705018003895765,0.00676368323535494,1,0.887,0.856
"ProB","Cluh",0.380385979219212,0.00676375030863231,1,0.162,0.076
"ProB","Mief2",-2.07853642450393,0.00677506390385032,1,0.05,0.114
"ProB","Ndufb2",-0.0782368665600139,0.00677562298065681,1,0.716,0.606
"ProB","Il17ra",-0.00350142839875545,0.00679067038057105,1,0.705,0.568
"ProB","Abcc1",0.934553294941472,0.00679398208385475,1,0.092,0.015
"ProB","Igkv1-88",-0.678135032244127,0.00679806154385292,1,0.102,0.03
"ProB","Nudt1",0.201780345358924,0.0068462715597298,1,0.184,0.083
"ProB","Ppp1r9b",-0.89476321232025,0.00685315269558601,1,0.338,0.462
"ProB","Dhx57",0.62129969199624,0.00685435116526121,1,0.218,0.114
"ProB","Ppp2r2a",-0.0783951750609057,0.00689440451488088,1,0.488,0.371
"ProB","Hmox2",-0.221562339944635,0.0069006673599898,1,0.728,0.614
"ProB","Tnfrsf13b",0.160593901186879,0.00690793224498309,1,0.529,0.379
"ProB","Mtif2",0.492441892387158,0.00692314168457802,1,0.26,0.144
"ProB","Otulinl",0.2685530871253,0.00692990690817059,1,0.163,0.068
"ProB","Mrpl45",0.135342057886894,0.00693184607223144,1,0.316,0.205
"ProB","Abhd14a",0.796429325615658,0.00693196764497781,1,0.124,0.038
"ProB","Riok2",0.586458943124415,0.00693870002084713,1,0.23,0.129
"ProB","Lgals3",-5.06469690981747,0.00694239713644354,1,0.004,0.03
"ProB","Katnb1",1.158089723692,0.00694460711374506,1,0.137,0.053
"ProB","Fyb",-2.14872671154955,0.0069698958164666,1,0.019,0.045
"ProB","Smc5",0.342098295939425,0.00698193276209811,1,0.329,0.22
"ProB","Nabp1",1.17645653884749,0.00698207220626985,1,0.153,0.061
"ProB","Hoxa9",-3.97091242603296,0.00698269204985378,1,0.003,0.03
"ProB","Trio",0.995671682581671,0.00699313280731569,1,0.168,0.083
"ProB","Itga9",2.08684603403466,0.00701177883779601,1,0.118,0.038
